Datetime,PJME_MW,year,month,hour,day_num,day_of_month,week_of_year,is_weekend,lag_1,lag_24,lag_168,rolling_mean_24,rolling_std_24
2002-01-09 20:00:00,0.47976403665859046,2002,1,20,2,9,2,0,0.4965132202675655,0.5130938586326766,0.5254397977457074,0.44812592300378296,0.24350034832470782
2002-01-09 21:00:00,0.45875908564205203,2002,1,21,2,9,2,0,0.47976403665859046,0.4979247866849257,0.5087748867586642,0.44612566001092413,0.23557105418214389
2002-01-09 22:00:00,0.4195091119772464,2002,1,22,2,9,2,0,0.45875908564205203,0.4579795638891815,0.4734435900136943,0.4437751613360038,0.22789686716871058
2002-01-09 23:00:00,0.3598862319603918,2002,1,23,2,9,2,0,0.4195091119772464,0.4,0.41689666069735587,0.44146638748963196,0.22445187511914647
2002-01-10 00:00:00,0.30658379858843354,2002,1,0,3,10,2,0,0.3598862319603918,0.3454966817655114,0.35619930475086903,0.4390589913212356,0.22746729811225472
2002-01-10 01:00:00,0.2654587590856421,2002,1,1,3,10,2,0,0.30658379858843354,0.3062888444116717,0.31328347203202356,0.43672366531124196,0.2361139940337886
2002-01-10 02:00:00,0.24479089855683134,2002,1,2,3,10,2,0,0.2654587590856421,0.2867375961234594,0.29480669967344353,0.43427327992555276,0.24925558803526346
2002-01-10 03:00:00,0.23613188665332352,2002,1,3,3,10,2,0,0.24479089855683134,0.27989044559148846,0.2859791425260718,0.43175588193643655,0.264317997267445
2002-01-10 04:00:00,0.2335405035289161,2002,1,4,3,10,2,0,0.23613188665332352,0.27841567470767936,0.28572632466027603,0.42912974651534463,0.280102437766509
2002-01-10 05:00:00,0.2467713051722321,2002,1,5,3,10,2,0,0.2335405035289161,0.2899820920678394,0.2971874012430211,0.4264365984908255,0.29570893463660086
2002-01-10 06:00:00,0.29086695459812495,2002,1,6,3,10,2,0,0.2467713051722321,0.32918992942167913,0.3401032339618666,0.423843337177075,0.30878006198670827
2002-01-10 07:00:00,0.37770989149899925,2002,1,7,3,10,2,0,0.29086695459812495,0.4154008216580638,0.4245654692931634,0.42154341405191065,0.3162447042139468
2002-01-10 08:00:00,0.42656694406404716,2002,1,8,3,10,2,0,0.37770989149899925,0.46708100705783206,0.47723585800063206,0.4192814225890634,0.3158696281643516
2002-01-10 09:00:00,0.41839249973664805,2002,1,9,3,10,2,0,0.42656694406404716,0.46244601285157483,0.482292215316549,0.4168500030345329,0.3105842339042594
2002-01-10 10:00:00,0.40790055830612026,2002,1,10,3,10,2,0,0.41839249973664805,0.4608237648793848,0.4799115137469714,0.414206166171026,0.3052485011367083
2002-01-10 11:00:00,0.39759823027493946,2002,1,11,3,10,2,0,0.40790055830612026,0.46318339829347943,0.477277994311598,0.4110300216463352,0.29926368382590307
2002-01-10 12:00:00,0.3885389234172548,2002,1,12,3,10,2,0,0.39759823027493946,0.4558516801853998,0.46358369324765614,0.407093979486557,0.2919705835449111
2002-01-10 13:00:00,0.37827873169703985,2002,1,13,3,10,2,0,0.3885389234172548,0.4456757610871168,0.4525439797745707,0.4030542574497784,0.2852585965000771
2002-01-10 14:00:00,0.3757716211945644,2002,1,14,3,10,2,0,0.37827873169703985,0.4381754977351733,0.4348888654798272,0.3990094778580242,0.2796839854430069
2002-01-10 15:00:00,0.36574317918466237,2002,1,15,3,10,2,0,0.3757716211945644,0.4257031496892447,0.4199726113978721,0.39526435839857565,0.27481907447952236
2002-01-10 16:00:00,0.36494258927630885,2002,1,16,3,10,2,0,0.36574317918466237,0.42483935531444217,0.4203729063520488,0.3916659080334203,0.27142725258155564
2002-01-10 17:00:00,0.3869377436005478,2002,1,17,3,10,2,0,0.36494258927630885,0.4410196987253766,0.4479721900347624,0.38807125083449656,0.2677529827210332
2002-01-10 18:00:00,0.4457600337090487,2002,1,18,3,10,2,0,0.3869377436005478,0.4938375645212262,0.5207415990730011,0.38482556492889064,0.26137142152234527
2002-01-10 19:00:00,0.44982618771726535,2002,1,19,3,10,2,0,0.4457600337090487,0.4965132202675655,0.5291899294216791,0.38194022981529796,0.2481184070012866
2002-01-10 20:00:00,0.4350574107236911,2002,1,20,3,10,2,0,0.44982618771726535,0.47976403665859046,0.5189718740124302,0.3791383443588031,0.234091142463049
2002-01-10 21:00:00,0.41535868534709786,2002,1,21,3,10,2,0,0.4350574107236911,0.45875908564205203,0.5010850100073738,0.3764553114442353,0.22194951951310696
2002-01-10 22:00:00,0.3768460971241968,2002,1,22,3,10,2,0,0.41535868534709786,0.4195091119772464,0.4654376909301591,0.37385067063178967,0.21217030950428836
2002-01-10 23:00:00,0.3237964816180343,2002,1,23,3,10,2,0,0.3768460971241968,0.3598862319603918,0.4071421047087327,0.37129028342538084,0.20712734014595005
2002-01-11 00:00:00,0.2677341198778047,2002,1,0,4,11,2,0,0.3237964816180343,0.30658379858843354,0.34749815653639526,0.3691243855070704,0.20882906783846175
2002-01-11 01:00:00,0.2279574423259244,2002,1,1,4,11,2,0,0.2677341198778047,0.2654587590856421,0.3116822922153165,0.3667928526633083,0.2168090871633638
2002-01-11 02:00:00,0.20834298957126307,2002,1,2,4,11,2,0,0.2279574423259244,0.24479089855683134,0.292362793637417,0.3645422406991563,0.2285389616884774
2002-01-11 03:00:00,0.1985041609607079,2002,1,3,4,11,2,0,0.20834298957126307,0.23613188665332352,0.2865479827241125,0.36235484817219954,0.2414654638313807
2002-01-11 04:00:00,0.19770357105235437,2002,1,4,4,11,2,0,0.1985041609607079,0.2335405035289161,0.2860634151480038,0.3600966498755841,0.25513396632849594
2002-01-11 05:00:00,0.21099757716211942,2002,1,5,4,11,2,0,0.19770357105235437,0.2467713051722321,0.29691351522174236,0.35794592462220065,0.2677357632842412
2002-01-11 06:00:00,0.2542505003686927,2002,1,6,4,11,2,0,0.21099757716211942,0.29086695459812495,0.3370062151058675,0.35579899253504876,0.2786079915822306
2002-01-11 07:00:00,0.33909196249868323,2002,1,7,4,11,2,0,0.2542505003686927,0.37770989149899925,0.4221004951016538,0.3536014848981408,0.28537332592014697
2002-01-11 08:00:00,0.4014958390392921,2002,1,8,4,11,2,0,0.33909196249868323,0.42656694406404716,0.472221636995681,0.3512838603305617,0.28409548988485334
2002-01-11 09:00:00,0.406720741599073,2002,1,9,4,11,2,0,0.4014958390392921,0.41839249973664805,0.467228484146213,0.34977923772531405,0.27969691734247626
2002-01-11 10:00:00,0.4101548509427999,2002,1,10,4,11,2,0,0.406720741599073,0.40790055830612026,0.45873801748656906,0.3490787663611902,0.27765403997634486
2002-01-11 11:00:00,0.4136732329084588,2002,1,11,4,11,2,0,0.4101548509427999,0.39759823027493946,0.44801432634572835,0.3492140559567882,0.27803046827250977
2002-01-11 12:00:00,0.4073106499525966,2002,1,12,4,11,2,0,0.4136732329084588,0.3885389234172548,0.4379858843358264,0.35017878456838814,0.28055298623804803
2002-01-11 13:00:00,0.3925629411145054,2002,1,13,4,11,2,0,0.4073106499525966,0.37827873169703985,0.4233645844306331,0.3513053549392081,0.28308552241896423
